{Anser_sphenocercus, Eublepharis_aegagrus} {Apus_zonata, Podoces_alpestris}
{Alpes_lavaretus, Cygnus_torquatus} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Ethmostigmus_platycephala} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Ethmostigmus_platycephala} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Ethmostigmus_platycephala} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Lepidobatrachus_salei} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Liasis_homeana} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Liasis_homeana} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Liasis_homeana} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Numenius_aceras} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Numenius_aceras} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Numenius_aceras} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Podoces_alpestris} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Alpes_lavaretus, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Balaenoptera_dives} {Pratincola_vulgaris, Procellaria_pyromelana}
{Anser_sphenocercus, Balaenoptera_dives} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Balaenoptera_dives} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Cygnus_torquatus} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Cygnus_torquatus} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Ethmostigmus_platycephala} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Ethmostigmus_platycephala} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_pyromelana}
{Anser_sphenocercus, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Lepidobatrachus_salei} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Liasis_homeana} {Pratincola_vulgaris, Procellaria_pyromelana}
{Anser_sphenocercus, Liasis_homeana} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Liasis_homeana} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Numenius_aceras} {Pratincola_vulgaris, Procellaria_pyromelana}
{Anser_sphenocercus, Numenius_aceras} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Numenius_aceras} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_pyromelana}
{Anser_sphenocercus, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Podoces_alpestris} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Anser_sphenocercus, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Anser_sphenocercus, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Anser_sphenocercus, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Anser_sphenocercus, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Balaenoptera_dives, Cygnus_torquatus} {Pratincola_vulgaris, Procellaria_pyromelana}
{Balaenoptera_dives, Cygnus_torquatus} {Pratincola_vulgaris, Procellaria_rubicola}
{Balaenoptera_dives, Cygnus_torquatus} {Procellaria_pyromelana, Procellaria_rubicola}
{Balaenoptera_dives, Ethmostigmus_platycephala} {Pratincola_vulgaris, Procellaria_pyromelana}
{Balaenoptera_dives, Ethmostigmus_platycephala} {Pratincola_vulgaris, Procellaria_rubicola}
{Balaenoptera_dives, Ethmostigmus_platycephala} {Procellaria_pyromelana, Procellaria_rubicola}
{Balaenoptera_dives, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_pyromelana}
{Balaenoptera_dives, Lepidobatrachus_salei} {Procellaria_pyromelana, Procellaria_rubicola}
{Balaenoptera_dives, Liasis_homeana} {Pratincola_vulgaris, Procellaria_pyromelana}
{Balaenoptera_dives, Liasis_homeana} {Pratincola_vulgaris, Procellaria_rubicola}
{Balaenoptera_dives, Liasis_homeana} {Procellaria_pyromelana, Procellaria_rubicola}
{Balaenoptera_dives, Numenius_aceras} {Pratincola_vulgaris, Procellaria_pyromelana}
{Balaenoptera_dives, Numenius_aceras} {Pratincola_vulgaris, Procellaria_rubicola}
{Balaenoptera_dives, Numenius_aceras} {Procellaria_pyromelana, Procellaria_rubicola}
{Balaenoptera_dives, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_pyromelana}
{Balaenoptera_dives, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Balaenoptera_dives, Podoces_alpestris} {Procellaria_pyromelana, Procellaria_rubicola}
{Balaenoptera_dives, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Balaenoptera_dives, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Balaenoptera_dives, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Balaenoptera_dives, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Balaenoptera_dives, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Balaenoptera_dives, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Cygnus_torquatus, Ethmostigmus_platycephala} {Pratincola_vulgaris, Procellaria_rubicola}
{Cygnus_torquatus, Ethmostigmus_platycephala} {Procellaria_pyromelana, Procellaria_rubicola}
{Cygnus_torquatus, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_pyromelana}
{Cygnus_torquatus, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_rubicola}
{Cygnus_torquatus, Lepidobatrachus_salei} {Procellaria_pyromelana, Procellaria_rubicola}
{Cygnus_torquatus, Liasis_homeana} {Pratincola_vulgaris, Procellaria_pyromelana}
{Cygnus_torquatus, Liasis_homeana} {Pratincola_vulgaris, Procellaria_rubicola}
{Cygnus_torquatus, Liasis_homeana} {Procellaria_pyromelana, Procellaria_rubicola}
{Cygnus_torquatus, Numenius_aceras} {Pratincola_vulgaris, Procellaria_pyromelana}
{Cygnus_torquatus, Numenius_aceras} {Pratincola_vulgaris, Procellaria_rubicola}
{Cygnus_torquatus, Numenius_aceras} {Procellaria_pyromelana, Procellaria_rubicola}
{Cygnus_torquatus, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_pyromelana}
{Cygnus_torquatus, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Cygnus_torquatus, Podoces_alpestris} {Procellaria_pyromelana, Procellaria_rubicola}
{Cygnus_torquatus, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Cygnus_torquatus, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Cygnus_torquatus, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Cygnus_torquatus, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Cygnus_torquatus, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Cygnus_torquatus, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Ethmostigmus_platycephala, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_pyromelana}
{Ethmostigmus_platycephala, Lepidobatrachus_salei} {Pratincola_vulgaris, Procellaria_rubicola}
{Ethmostigmus_platycephala, Lepidobatrachus_salei} {Procellaria_pyromelana, Procellaria_rubicola}
{Ethmostigmus_platycephala, Liasis_homeana} {Pratincola_vulgaris, Procellaria_pyromelana}
{Ethmostigmus_platycephala, Liasis_homeana} {Pratincola_vulgaris, Procellaria_rubicola}
{Ethmostigmus_platycephala, Liasis_homeana} {Procellaria_pyromelana, Procellaria_rubicola}
{Ethmostigmus_platycephala, Numenius_aceras} {Pratincola_vulgaris, Procellaria_pyromelana}
{Ethmostigmus_platycephala, Numenius_aceras} {Pratincola_vulgaris, Procellaria_rubicola}
{Ethmostigmus_platycephala, Numenius_aceras} {Procellaria_pyromelana, Procellaria_rubicola}
{Ethmostigmus_platycephala, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_pyromelana}
{Ethmostigmus_platycephala, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Ethmostigmus_platycephala, Podoces_alpestris} {Procellaria_pyromelana, Procellaria_rubicola}
{Ethmostigmus_platycephala, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Ethmostigmus_platycephala, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Ethmostigmus_platycephala, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Ethmostigmus_platycephala, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Ethmostigmus_platycephala, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Ethmostigmus_platycephala, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Lepidobatrachus_salei, Liasis_homeana} {Pratincola_vulgaris, Procellaria_pyromelana}
{Lepidobatrachus_salei, Liasis_homeana} {Pratincola_vulgaris, Procellaria_rubicola}
{Lepidobatrachus_salei, Liasis_homeana} {Procellaria_pyromelana, Procellaria_rubicola}
{Lepidobatrachus_salei, Numenius_aceras} {Pratincola_vulgaris, Procellaria_pyromelana}
{Lepidobatrachus_salei, Numenius_aceras} {Pratincola_vulgaris, Procellaria_rubicola}
{Lepidobatrachus_salei, Numenius_aceras} {Procellaria_pyromelana, Procellaria_rubicola}
{Lepidobatrachus_salei, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_pyromelana}
{Lepidobatrachus_salei, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Lepidobatrachus_salei, Podoces_alpestris} {Procellaria_pyromelana, Procellaria_rubicola}
{Lepidobatrachus_salei, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Lepidobatrachus_salei, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Lepidobatrachus_salei, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Lepidobatrachus_salei, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Lepidobatrachus_salei, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Lepidobatrachus_salei, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Liasis_homeana, Numenius_aceras} {Pratincola_vulgaris, Procellaria_pyromelana}
{Liasis_homeana, Numenius_aceras} {Pratincola_vulgaris, Procellaria_rubicola}
{Liasis_homeana, Numenius_aceras} {Procellaria_pyromelana, Procellaria_rubicola}
{Liasis_homeana, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_pyromelana}
{Liasis_homeana, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Liasis_homeana, Podoces_alpestris} {Procellaria_pyromelana, Procellaria_rubicola}
{Liasis_homeana, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Liasis_homeana, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Liasis_homeana, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Liasis_homeana, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Liasis_homeana, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Liasis_homeana, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Numenius_aceras, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_pyromelana}
{Numenius_aceras, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Numenius_aceras, Podoces_alpestris} {Procellaria_pyromelana, Procellaria_rubicola}
{Numenius_aceras, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Numenius_aceras, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Numenius_aceras, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Numenius_aceras, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Numenius_aceras, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Numenius_aceras, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Podoces_alpestris, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_pyromelana}
{Podoces_alpestris, Sorex_unicolor} {Pratincola_vulgaris, Procellaria_rubicola}
{Podoces_alpestris, Sorex_unicolor} {Procellaria_pyromelana, Procellaria_rubicola}
{Podoces_alpestris, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Podoces_alpestris, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Podoces_alpestris, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Sorex_unicolor, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_pyromelana}
{Sorex_unicolor, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Sorex_unicolor, Sterna_bewickii} {Procellaria_pyromelana, Procellaria_rubicola}
{Alpes_lavaretus, Boa_altaicus} {Balaenoptera_dives, Ethmostigmus_platycephala}
{Alpes_lavaretus, Boa_altaicus} {Balaenoptera_dives, Iomachus_teniotis}
{Alpes_lavaretus, Boa_altaicus} {Balaenoptera_dives, Numenius_aceras}
{Alpes_lavaretus, Boa_altaicus} {Balaenoptera_dives, Pratincola_vulgaris}
{Alpes_lavaretus, Boa_altaicus} {Balaenoptera_dives, Procellaria_rubicola}
{Alpes_lavaretus, Boa_altaicus} {Balaenoptera_dives, Sorex_unicolor}
{Alpes_lavaretus, Boa_altaicus} {Balaenoptera_dives, Trachemys_tatarica}
{Alpes_lavaretus, Boa_altaicus} {Ethmostigmus_platycephala, Iomachus_teniotis}
{Alpes_lavaretus, Boa_altaicus} {Ethmostigmus_platycephala, Numenius_aceras}
{Alpes_lavaretus, Boa_altaicus} {Ethmostigmus_platycephala, Pratincola_vulgaris}
{Alpes_lavaretus, Boa_altaicus} {Ethmostigmus_platycephala, Procellaria_rubicola}
{Alpes_lavaretus, Boa_altaicus} {Ethmostigmus_platycephala, Sorex_unicolor}
{Alpes_lavaretus, Boa_altaicus} {Ethmostigmus_platycephala, Trachemys_tatarica}
{Alpes_lavaretus, Boa_altaicus} {Iomachus_teniotis, Numenius_aceras}
{Alpes_lavaretus, Boa_altaicus} {Iomachus_teniotis, Pratincola_vulgaris}
{Alpes_lavaretus, Boa_altaicus} {Iomachus_teniotis, Procellaria_rubicola}
{Alpes_lavaretus, Boa_altaicus} {Iomachus_teniotis, Sorex_unicolor}
{Alpes_lavaretus, Boa_altaicus} {Iomachus_teniotis, Trachemys_tatarica}
{Alpes_lavaretus, Boa_altaicus} {Numenius_aceras, Pratincola_vulgaris}
{Alpes_lavaretus, Boa_altaicus} {Numenius_aceras, Procellaria_rubicola}
{Alpes_lavaretus, Boa_altaicus} {Numenius_aceras, Sorex_unicolor}
{Alpes_lavaretus, Boa_altaicus} {Numenius_aceras, Trachemys_tatarica}
{Alpes_lavaretus, Boa_altaicus} {Pratincola_vulgaris, Procellaria_rubicola}
{Alpes_lavaretus, Boa_altaicus} {Pratincola_vulgaris, Sorex_unicolor}
{Alpes_lavaretus, Boa_altaicus} {Pratincola_vulgaris, Trachemys_tatarica}
{Alpes_lavaretus, Boa_altaicus} {Procellaria_rubicola, Sorex_unicolor}
{Alpes_lavaretus, Boa_altaicus} {Procellaria_rubicola, Trachemys_tatarica}
{Alpes_lavaretus, Boa_altaicus} {Sorex_unicolor, Trachemys_tatarica}
{Alpes_lavaretus, Podoces_alpestris} {Balaenoptera_dives, Ethmostigmus_platycephala}
{Alpes_lavaretus, Podoces_alpestris} {Balaenoptera_dives, Iomachus_teniotis}
{Alpes_lavaretus, Podoces_alpestris} {Balaenoptera_dives, Numenius_aceras}
{Alpes_lavaretus, Podoces_alpestris} {Balaenoptera_dives, Pratincola_vulgaris}
{Alpes_lavaretus, Podoces_alpestris} {Balaenoptera_dives, Procellaria_rubicola}
{Alpes_lavaretus, Podoces_alpestris} {Balaenoptera_dives, Sorex_unicolor}
{Alpes_lavaretus, Podoces_alpestris} {Balaenoptera_dives, Trachemys_tatarica}
{Alpes_lavaretus, Podoces_alpestris} {Ethmostigmus_platycephala, Iomachus_teniotis}
{Alpes_lavaretus, Podoces_alpestris} {Ethmostigmus_platycephala, Numenius_aceras}
{Alpes_lavaretus, Podoces_alpestris} {Ethmostigmus_platycephala, Pratincola_vulgaris}
{Alpes_lavaretus, Podoces_alpestris} {Ethmostigmus_platycephala, Procellaria_rubicola}
{Alpes_lavaretus, Podoces_alpestris} {Ethmostigmus_platycephala, Sorex_unicolor}
{Alpes_lavaretus, Podoces_alpestris} {Ethmostigmus_platycephala, Trachemys_tatarica}
{Alpes_lavaretus, Podoces_alpestris} {Iomachus_teniotis, Numenius_aceras}
{Alpes_lavaretus, Podoces_alpestris} {Iomachus_teniotis, Pratincola_vulgaris}
{Alpes_lavaretus, Podoces_alpestris} {Iomachus_teniotis, Procellaria_rubicola}
{Alpes_lavaretus, Podoces_alpestris} {Iomachus_teniotis, Sorex_unicolor}
{Alpes_lavaretus, Podoces_alpestris} {Iomachus_teniotis, Trachemys_tatarica}
{Alpes_lavaretus, Podoces_alpestris} {Numenius_aceras, Pratincola_vulgaris}
{Alpes_lavaretus, Podoces_alpestris} {Numenius_aceras, Procellaria_rubicola}
{Alpes_lavaretus, Podoces_alpestris} {Numenius_aceras, Sorex_unicolor}
{Alpes_lavaretus, Podoces_alpestris} {Numenius_aceras, Trachemys_tatarica}
{Alpes_lavaretus, Podoces_alpestris} {Pratincola_vulgaris, Sorex_unicolor}
{Alpes_lavaretus, Podoces_alpestris} {Pratincola_vulgaris, Trachemys_tatarica}
{Alpes_lavaretus, Podoces_alpestris} {Procellaria_rubicola, Sorex_unicolor}
{Alpes_lavaretus, Podoces_alpestris} {Procellaria_rubicola, Trachemys_tatarica}
{Alpes_lavaretus, Podoces_alpestris} {Sorex_unicolor, Trachemys_tatarica}
{Alpes_lavaretus, Sterna_bewickii} {Balaenoptera_dives, Ethmostigmus_platycephala}
{Alpes_lavaretus, Sterna_bewickii} {Balaenoptera_dives, Iomachus_teniotis}
{Alpes_lavaretus, Sterna_bewickii} {Balaenoptera_dives, Numenius_aceras}
{Alpes_lavaretus, Sterna_bewickii} {Balaenoptera_dives, Pratincola_vulgaris}
{Alpes_lavaretus, Sterna_bewickii} {Balaenoptera_dives, Procellaria_rubicola}
{Alpes_lavaretus, Sterna_bewickii} {Balaenoptera_dives, Sorex_unicolor}
{Alpes_lavaretus, Sterna_bewickii} {Balaenoptera_dives, Trachemys_tatarica}
{Alpes_lavaretus, Sterna_bewickii} {Ethmostigmus_platycephala, Iomachus_teniotis}
{Alpes_lavaretus, Sterna_bewickii} {Ethmostigmus_platycephala, Numenius_aceras}
{Alpes_lavaretus, Sterna_bewickii} {Ethmostigmus_platycephala, Pratincola_vulgaris}
{Alpes_lavaretus, Sterna_bewickii} {Ethmostigmus_platycephala, Procellaria_rubicola}
{Alpes_lavaretus, Sterna_bewickii} {Ethmostigmus_platycephala, Sorex_unicolor}
{Alpes_lavaretus, Sterna_bewickii} {Ethmostigmus_platycephala, Trachemys_tatarica}
{Alpes_lavaretus, Sterna_bewickii} {Iomachus_teniotis, Numenius_aceras}
{Alpes_lavaretus, Sterna_bewickii} {Iomachus_teniotis, Pratincola_vulgaris}
{Alpes_lavaretus, Sterna_bewickii} {Iomachus_teniotis, Procellaria_rubicola}
{Alpes_lavaretus, Sterna_bewickii} {Iomachus_teniotis, Sorex_unicolor}
{Alpes_lavaretus, Sterna_bewickii} {Iomachus_teniotis, Trachemys_tatarica}
{Alpes_lavaretus, Sterna_bewickii} {Numenius_aceras, Pratincola_vulgaris}
{Alpes_lavaretus, Sterna_bewickii} {Numenius_aceras, Procellaria_rubicola}
{Alpes_lavaretus, Sterna_bewickii} {Numenius_aceras, Sorex_unicolor}
{Alpes_lavaretus, Sterna_bewickii} {Numenius_aceras, Trachemys_tatarica}
{Alpes_lavaretus, Sterna_bewickii} {Pratincola_vulgaris, Sorex_unicolor}
{Alpes_lavaretus, Sterna_bewickii} {Pratincola_vulgaris, Trachemys_tatarica}
{Alpes_lavaretus, Sterna_bewickii} {Procellaria_rubicola, Sorex_unicolor}
{Alpes_lavaretus, Sterna_bewickii} {Procellaria_rubicola, Trachemys_tatarica}
{Alpes_lavaretus, Sterna_bewickii} {Sorex_unicolor, Trachemys_tatarica}
{Boa_altaicus, Podoces_alpestris} {Balaenoptera_dives, Ethmostigmus_platycephala}
{Boa_altaicus, Podoces_alpestris} {Balaenoptera_dives, Iomachus_teniotis}
{Boa_altaicus, Podoces_alpestris} {Balaenoptera_dives, Numenius_aceras}
{Boa_altaicus, Podoces_alpestris} {Balaenoptera_dives, Pratincola_vulgaris}
{Boa_altaicus, Podoces_alpestris} {Balaenoptera_dives, Procellaria_rubicola}
{Boa_altaicus, Podoces_alpestris} {Balaenoptera_dives, Sorex_unicolor}
{Boa_altaicus, Podoces_alpestris} {Balaenoptera_dives, Trachemys_tatarica}
{Boa_altaicus, Podoces_alpestris} {Ethmostigmus_platycephala, Iomachus_teniotis}
{Boa_altaicus, Podoces_alpestris} {Ethmostigmus_platycephala, Numenius_aceras}
{Boa_altaicus, Podoces_alpestris} {Ethmostigmus_platycephala, Pratincola_vulgaris}
{Boa_altaicus, Podoces_alpestris} {Ethmostigmus_platycephala, Procellaria_rubicola}
{Boa_altaicus, Podoces_alpestris} {Ethmostigmus_platycephala, Sorex_unicolor}
{Boa_altaicus, Podoces_alpestris} {Ethmostigmus_platycephala, Trachemys_tatarica}
{Boa_altaicus, Podoces_alpestris} {Iomachus_teniotis, Numenius_aceras}
{Boa_altaicus, Podoces_alpestris} {Iomachus_teniotis, Pratincola_vulgaris}
{Boa_altaicus, Podoces_alpestris} {Iomachus_teniotis, Procellaria_rubicola}
{Boa_altaicus, Podoces_alpestris} {Iomachus_teniotis, Sorex_unicolor}
{Boa_altaicus, Podoces_alpestris} {Iomachus_teniotis, Trachemys_tatarica}
{Boa_altaicus, Podoces_alpestris} {Numenius_aceras, Pratincola_vulgaris}
{Boa_altaicus, Podoces_alpestris} {Numenius_aceras, Procellaria_rubicola}
{Boa_altaicus, Podoces_alpestris} {Numenius_aceras, Sorex_unicolor}
{Boa_altaicus, Podoces_alpestris} {Numenius_aceras, Trachemys_tatarica}
{Boa_altaicus, Podoces_alpestris} {Pratincola_vulgaris, Procellaria_rubicola}
{Boa_altaicus, Podoces_alpestris} {Pratincola_vulgaris, Sorex_unicolor}
{Boa_altaicus, Podoces_alpestris} {Pratincola_vulgaris, Trachemys_tatarica}
{Boa_altaicus, Podoces_alpestris} {Procellaria_rubicola, Sorex_unicolor}
{Boa_altaicus, Podoces_alpestris} {Procellaria_rubicola, Trachemys_tatarica}
{Boa_altaicus, Sterna_bewickii} {Balaenoptera_dives, Ethmostigmus_platycephala}
{Boa_altaicus, Sterna_bewickii} {Balaenoptera_dives, Iomachus_teniotis}
{Boa_altaicus, Sterna_bewickii} {Balaenoptera_dives, Numenius_aceras}
{Boa_altaicus, Sterna_bewickii} {Balaenoptera_dives, Pratincola_vulgaris}
{Boa_altaicus, Sterna_bewickii} {Balaenoptera_dives, Procellaria_rubicola}
{Boa_altaicus, Sterna_bewickii} {Balaenoptera_dives, Sorex_unicolor}
{Boa_altaicus, Sterna_bewickii} {Balaenoptera_dives, Trachemys_tatarica}
{Boa_altaicus, Sterna_bewickii} {Ethmostigmus_platycephala, Iomachus_teniotis}
{Boa_altaicus, Sterna_bewickii} {Ethmostigmus_platycephala, Numenius_aceras}
{Boa_altaicus, Sterna_bewickii} {Ethmostigmus_platycephala, Pratincola_vulgaris}
{Boa_altaicus, Sterna_bewickii} {Ethmostigmus_platycephala, Procellaria_rubicola}
{Boa_altaicus, Sterna_bewickii} {Ethmostigmus_platycephala, Sorex_unicolor}
{Boa_altaicus, Sterna_bewickii} {Ethmostigmus_platycephala, Trachemys_tatarica}
{Boa_altaicus, Sterna_bewickii} {Iomachus_teniotis, Numenius_aceras}
{Boa_altaicus, Sterna_bewickii} {Iomachus_teniotis, Pratincola_vulgaris}
{Boa_altaicus, Sterna_bewickii} {Iomachus_teniotis, Procellaria_rubicola}
{Boa_altaicus, Sterna_bewickii} {Iomachus_teniotis, Sorex_unicolor}
{Boa_altaicus, Sterna_bewickii} {Iomachus_teniotis, Trachemys_tatarica}
{Boa_altaicus, Sterna_bewickii} {Numenius_aceras, Pratincola_vulgaris}
{Boa_altaicus, Sterna_bewickii} {Numenius_aceras, Procellaria_rubicola}
{Boa_altaicus, Sterna_bewickii} {Numenius_aceras, Sorex_unicolor}
{Boa_altaicus, Sterna_bewickii} {Numenius_aceras, Trachemys_tatarica}
{Boa_altaicus, Sterna_bewickii} {Pratincola_vulgaris, Procellaria_rubicola}
{Boa_altaicus, Sterna_bewickii} {Pratincola_vulgaris, Sorex_unicolor}
{Boa_altaicus, Sterna_bewickii} {Pratincola_vulgaris, Trachemys_tatarica}
{Boa_altaicus, Sterna_bewickii} {Procellaria_rubicola, Sorex_unicolor}
{Boa_altaicus, Sterna_bewickii} {Procellaria_rubicola, Trachemys_tatarica}
{Podoces_alpestris, Sterna_bewickii} {Balaenoptera_dives, Ethmostigmus_platycephala}
{Podoces_alpestris, Sterna_bewickii} {Balaenoptera_dives, Iomachus_teniotis}
{Podoces_alpestris, Sterna_bewickii} {Balaenoptera_dives, Numenius_aceras}
{Podoces_alpestris, Sterna_bewickii} {Balaenoptera_dives, Pratincola_vulgaris}
{Podoces_alpestris, Sterna_bewickii} {Balaenoptera_dives, Procellaria_rubicola}
{Podoces_alpestris, Sterna_bewickii} {Balaenoptera_dives, Sorex_unicolor}
{Podoces_alpestris, Sterna_bewickii} {Balaenoptera_dives, Trachemys_tatarica}
{Podoces_alpestris, Sterna_bewickii} {Ethmostigmus_platycephala, Iomachus_teniotis}
{Podoces_alpestris, Sterna_bewickii} {Ethmostigmus_platycephala, Numenius_aceras}
{Podoces_alpestris, Sterna_bewickii} {Ethmostigmus_platycephala, Pratincola_vulgaris}
